rating;review
1;ngelag parah setelah update, jadi males pake aplikasinya
1;gagal vermuk ngurusnya ribetnya minta ampun padahal yang
1;kenapa ini jadi ga bisa dibuka? mental keluar terus, baru nyampe logo langsung force close
1;bug parah, aplikasinya jadi lemot, padahal dulu ngga sampe segitunya 😫 aplikasi selalu tidak menanggapi, terus tiba tiba keluar dari apk nya, perbaiki dong🥲
1;ini parah banget sih setelah update malah lemot banget jadi mempersulit transaksi ..
1;terlalu lama kirim kode otp
1;setelah diupdate lemot sekalii antri dikasir mau qris lama banget loh login aja lamma aplikasi sering tidak menganggapi mohon diperbaiki dongggg
1;setelah diupdate kemarin tanggal 31 maret 2026 aplikasi jadi lelet,sering tidak menanggapi,keluar sendiri,padahal sebelum update biasa biasa saja
1;sekarang lemot banget
1;kenapa sekarang kalau di buka suka kembali lagi ke menu , kaya yang berat gitu ? kalau sudah bagus saya rubah bintang nya
1;gmn sih GK bisa masuk masuk aneh lemot.. parah banget bikin kesel
1;sulit dapat kode otp sekarang aja saya buka bank BCA susahnya kebangetan hadeuh mempersulit hidup aja
1;lemoooooooooot parah
1;semenjak update malah ga bisa dipakai. untuk login aja ga bisa. parah
1;skrang my bca lemot lelett bngetttt aplilasi nyaaaa,,,,bikin emosi kalo lagi loginnn
1;eror g bisa dibuka
1;parah banget... lemottt.. mau otp aja susah, pulsa abisss woyyy. kenapa dari pihak bank dsaranin aplikasi My BCA sih!!!! sangattt lemotttt..
1;saya kira cuma punyaku saja yg lemot.ternyata banyak juga mengalami hal yg sama.gimana ini bank bca?
1;bintang satu cs nya enggak bisa bantu malah banyak nanya, mending bilang enggak bisa masih respect
1;aplikasinya lemottt
1;terimakasih 🙏👎👎
1;Kenapa lemot banget ya? saya sudah update bukan makin membaik tapi lemot malahan suka tidak menanggapi aplikasinya, ada sebenarnya?
1;ga bisa di pake keluar mulu pas mau lohin
1;lemot sekali
1;di update bukannya bagus malah makin jelek, ngelag parah. yg ngasih ulasan jelek ga satu dua orang aja. balesannya juga template suruh cek koneksi internet, padahal ga ngaruh mau pake data/wifi. kocak kocak
1;ini setelah pembaruan kok jadi lemot bangett yaa, minta tolong ding diperbaiki lagi
1;Update aja terus, bukan nya bagus malah semakin rusak, niat update ga si? atau ga bisa update, besok segera perbaiki lagi apk mybca ini, apa apa an semakin di-update semakin rusak gini ganggu aja
1;Setelah update malah tambah LEMOT & NGEBACK SENDIRI , TOLONG DI PERBAIKI 🙏🙏🙏
1;aplikasi ngebug tambah lemot.perbaikin woy
1;Bintang 1,bahkan klo bisa mau ngasih bintang setengah aja,aku mau mindahin mybca dri hp lama ke hp baru niatnya biar lebih aman buat nyimpan uang krna hp lama takut tiba2 kenapa²,tp knp pas mau verifikasi wajah gagal trus pas mau vc dg cs jg gx bisa sllu gx bsa,pdhl mybca saya dri email,id bca dll masih sesuai saat pembuatan.dan mau buat yg baru lgi g, bisa krna ktp dan nomer seluler sudah terpakai.
1;Udah banyak yg komplain lemot setelah update, blm juga di benerin ini.. parahh
1;ini kenapa ya mybca seletah di update kemarin tanggal 16 maret 2026 malah lemot, dibukanya lama banget terus habis itu malah keluar sendiri, plislah ini yang punya keperluan jadi terhalang, kayanya emang bukan dari hpnya ya soalnya ngeliat komentar yang lain kendalanya hampir sama semua loh, tolong di perbarui lagi, karna sebelum di update mybca nya aman² aja ga ada kendala sama sekali
1;selamat malam bapak ibu pimpinan BCA, serta admin my BCA, perkenalkan nama saya beni, saya adalah nasabah bank BCA, yang mendaftar dengan sistem online, karena di kota saya, tidak ada kantor cab.bca, disini saya mau tindak lanjuti, saya ingin memindahkan uang saya dari rekening lama ke rekening baru, dengan alasan rekening lama saya di blokir nomor ID, mohon di bantu, sampai dengan saat ini saya belum menerima bantuan
1;KENAPA HABIS DI UPDATE PARAH BANGET LEMOTNYA!!!!
1;sangat mengecewakan pake my bca beda dengan Mbanking bca nya ini terlalu rumit divermuknya gagal terus pada pulsa banyak sampe habis pulsa saya kesedot Buat vermuk👎 kuoya juga banyak setiap setel pabrik hape atau ganti hape di vermuknya gagal terus padahal siang bisa nya ke cabang BCAnya langsung😔 selalu begitu terus cape deh
1;saldo gak di pake beberapa hari doang malah kesedot. kagak pernah melakukan transaksi apapun tiba-tiba saldo abis. lalu pernah di tranfer sebesar 90rb pas masuk hanya 40rb.entah kemana 50rb nya
1;masuk lemot, gak bisa terus, transaksi gagal terus. mengecewakan
1;parah banget anjirrr gue login di mybca katanya nomor ponsel ku di blokir kan gilakkk di BCA mobile engga dengan nomor yg sama dan ini lelet bngt njirrr apk macam apa ini
1;setelah diperbarui jadi gak jelas apk tidak merespon Mulu. sebelum diperbarui ok ok aja
1;DUIT GUWE HILANG, DI TAROH DI SINI!! TIBA TIBA KE TF KE ORANG YANG GAK DI KENAL, BARU AKU BUAT LOH AKUN NYA, Bank berkedok penipuan, sarang penipuan sih ini, hati hati guys duit kalian bisa hilang dalam sekejap, tanpa tau PIN Kalian!!!
1;abis update malah lemot parah di android kalo di ios aman
1;pas update malah lemot .malah suka keluar sendiri..
1;uang saya hilang di aplikasi my bca sebesar 1 juta 😭😭😭
1;setelah update malah jadi lemoooot selemooot lemoootnyaa lemooot , tolong diperbaiki segera dong , sangat mengganggu ini 😡
1;Setelah pembaharuan versi baru myBCA Banking 2026 knp menjadi lemot, tidak bisa digunakan, logout sendiri dan harus ulang login kembali. Sangat tidak nyaman tidak bisa dipakai untuk transaksi m-banking online. Tolong diperbaiki. Terimakasih.
1;parah ga bisa dibuka, masa udh di-update malah makin ga bagus sih!!
1;di update malah lemot banget parah nihh
1;sering di update bukan nya bagus,malah lemot 🥴
1;kenapa jadi lelet ya...
1;setelah update malah lemot, tau gitu jangan dulu update, wajib baca dulu komen sebelum update. mana mau di pake tf
1;makin sering update, malah makin lemot terima kasih admin sudah menanggapi. Namun, kalau permasalahan nya karena jaringan data saya yang tidak baik, maka seharusnya saya juga mengalami kendala yang sama ketika membuka media sosial seperti Instagram, YouTube, dan game yg saya mainkan (mobile legend). tapi pada kenyataan nya hanya aplikasi my bca saja yg mengalami nya bahkan sering kali muncul pemberitahuan bahwa aplikasi mybca tidak menanggapi, MOHON SEGERA DITANGANI!
1;paraaahhhh bgttt sii abiss update kebangetan bgt lemotnya buka mbanking yang laen gak selemot buka BCA
1;di update malah tambah lemot, sering close sendiri.
1;aku kira cuma aku aja ternyata banyak yg ngalamin loading saat login, selalu muncul tulisan tidak menanggapi ❌ .Tolong dong di perbaiki lagi , banyak komplain masuk knp bukan nya di tindak lanjut malah diam aja 😌🥺.
1;tutup sebelah mata atau gimana ini pengembang apk mybca ? sudah banyak yang menyampaikan keluhan YANG SAMA, setelah update terakhir tapi kok masih gak ada perubahan sama sekali, hanya memberikan solusi klasik cek internet, cek penyimpanan hp dll. kalau hanya ada 1 atau 2 user yang punya keluhan mungkin masalahnya ada pada 2 hal tsb tapi ini mayoritas loh mengalami hal yang sama, jangan sampai jadi terboikot nih
1;min please ko ini jadi ngelag parah sihh mana sering banget pake BCA buat transaksi dan lain lain
1;my bca semakin lama malah lemot ga bisa nya jln mulus
1;di update malah lemot gajelas
1;sumpah mau transaksi juga jadi susah gara gara lemot.
1;setelah update malah gk bisa kebuka sama sekali,, tolong..😭😭😭😭
1;kenapa setelah di-update jadi susah tidak menanggapi terus apknya ini gimana sih jaringan stabil tapi tetep apk tidak menanggapi,kemarin sampe terblokir salah katasandi gara gara muncul apk tidak menanggapi
1;ko keluar sendiri dan lemot
1;parah sih kecewa sama myBCA pas naik versi langsung lemot apk nya 🗿
1;"aplikasi aneh pasword nya udah bener, sampe 3 kali ke blokir akhirnya dtg ke kantor di benerin udah bisa disana.besok nya isi pasword lagi baru sekali isi tiba-tiba ke blokir lagi.ngerjain orang emang padahal pasword nya itu"" juga."
1;mohon tambahkan opsi saat masuk ke aplikasi, jika gagal menggunakan sidik jari, kita masih bisa menggunakan password atau pin, agak sulit jika hanya mengandalkan satu opsi masuk jika gagal menggunakan sidik jari
1;maaf, kenapa mau login banking harus masuk kode negara, tapi negara Indonesia kok GK ada
1;aplikasi sangat berat dan susah dibuka
1;buset nunggu 2 jam masa harus pakai KPT asli, tadi bilang bisa paket foto copy KTP, BCA sumpah 🙈 cuma perbaiki mybca aja
1;di update bukan nya tambah bagus, malah tambah lemot , Ampe keluar sendiri trus, tolong segera perbaiki min
1;susah masuk sering keluar sendiri lemot banget gak kaya dulu tolong diperbaiki
1;jadi semakin lemot aplikasi nya sudah banyak yang mengeluh untuk aplikasi ini tlg di perbaiki
1;Loading lama, lemot, itu IT kalian kenapa tak cair bonus nya kah, makanya aplikasi jadi lemot gini hasilnya!!!
1;Di update malah jelek lemot menjengkelkan
1;setelah update aplikasinya gak bisa buka. Sudah dihapus download lagi tetap gak bisa dibuka
1;semenjak di update susah bgt masuk nya .. terus keluar sendiri .. leg bgt . tolong lah perbaiki sistem nya ..
1;Setelah di updte langsung lag parah,Suka muncul mybca tidak menanggapi!!!udah lapor hallo bca udah ganti sinyal tapi gaada perubahan sama sekali,Transaksi juga kena imbasnya kalau lag begitu
1;apknya ngaco lemot
1;jadi semacam aplikasi dari jaman batu Keong 1000x lebih cepat aplikasi sampah ini masih layak di andalkan ❓
1;kenapa tiba-tiba gabisa login dan keluar sendiri? padahal udah nunggu lama
1;Parah update malah jadi lemot bgt, gak bgt nih My BCA tidak menanggapi terus notifnya...ancur.. jadi susah setiap mau bertransaksi...
1;ko gaada kode negara indonesia sih pas aktivitasi no telefon? dulu awal aktivitas lancar gaada kendala apapun
1;gjls bru aja bikin pas login dibilng salah id salah pasword pdhl semuanya bner karena pas bikin udh di ss semua kodenya dan di salin ke situ selalu salah gbisa masuk
1;Tolong ini untuk tim bca di baca semenjak update aplikasinya lemot banget ini bukan masalah hp saya ini aplikasinya yang bermasalah jaringan saya udah bagus masa tetep lemot? berarti memang dari aplikasinya, buka apk lain seperti youtube tiktok bahkan untuk main game berjam² juga hp saya berjalan lancar, jadi stop membela diri dan nyalahin custumer kalo sinyal lemot lah apalah dari respon orang lain juga banyak yang mengalami jadi mohon untuk kesadarannya kalo aplikasinya bermasalah
1;serba lelet semenjak update
1;setelah updatee lolaaa bangett, seriing kluar sndiri jugaa tolongg solusinyaa
1;udah login tapi ke log out sendiri otomatis harus login lagi dan verifikasinya harus pake pulsa males deh beli pulsa lagi, tolong diperbaiki min aplikasinya jangan sampai seperti ini!!! apalagi ke log out nya waktu beli makanan di luar ga pegang cash malu!!!!
1;setelah di update,lemotnya parah malah mengganggu kenyamanan pengguna,malah sebelum di update aman2 saja🤦‍♀️ kecewa bgt,tau gitu gak usah di update
1;hadehh.. bukan jaringan !! pake data maupun wifi sama aja lemot..!! penyimpanan ? masih sangat kosong ini emang apk pas update jadi lemot banget.. semua temen saya juga !!
1;apk lemot semenjak di perbaharui padahal tadi nya bagus, ini wifi norjay juga butuh bbrp menit buat masuk trus mau transaksi juga butuh lama bikin gak nyaman,trus lama malah keluar sendiri bca tidak menanggapi bikin emosi
1;lah mau buka rekening baru... trus video call karena jaringan error sempet terputus... mau call ulang malah di block id saya
1;Instal myBCA karena cs bilang bisa transaksi s/d 150, setelah instal lemot nya minta ampun, di buka bolak balik nutup lagi. Malah lebih cepat MBca.
1;"kenapa makin kesini makin lemot si ga worth it bgt kalo mau bayar pake Qris atau transfer lamaaaaaa nya luar biasa selalu ada ""my BCA tidak menanggapi"" plisss lah awal pemakaian ga gini kok tolong diperbaiki sistem nyaa, dan jgn menyalahkan jaringan internet karna sudah pasti jaringan internet lancar-lancar ajaa kok!!!"
1;Up date terbaru jd tambah LEMOT banget. Koneksi datacell stabil full jaringan. Penyimpanan msh kosong byk. Sdh di restart msh lemot. kartu sim cuma 1 dan slot 1. terpaksa pake apk MOBILE BCA yg stabil. Sy harap segera diperbaiki spy apk MY bca tdk ditinggalkan penggunanya. #yangjawabrobot
1;tolong diperbaiki, masa setiap ganti hp suka susah untuk verifikasi, padahal sudah sampai peremajaan data ke branch terdekat, tapi tetap gagal verifikasi wajah, dan mau verifikasi video call selalu jaringan error padahal sampai ikut wifi, mohon kerjasamanya untuk tim pengembang, dan untuk verifikasi yang penggunaannya pakai kacamata, kacamata harus lepas itu membuat sulit untuk melihat instruksi yang ada pada layar, mohon ada solusi🙏
1;lemot
1;aplikasi lemot banget setelah di update dan kadang2 aplikasinya ngk bisa di buka ( ngk berfungsi)
1;"tolong sarannya. apk gua setiap buka gabisaa . selalu ada tulisan ""my bca tidak menanggapi"" gw udh hapus trus instal lg , udh berkali2 restart hp jg tp masi gabisa . gmna nih"
1;BCA ini kenapa?? habis di update malah lemot sekali?? dibuat cek saldo dan transaksi aja nunggu 15-20 menit. tolong diperbaiki soalnya bank bank lain saya buka tidak ada kendala.
1;bikin ribet tiap mau login akun selalu ada verifikasi wajah udh dicoba berkali² gagal terus bukan nya mempermudah malah mempersulit
1;setelah di update malah gk bisa di pakai jika tidak ada wifi, parah pokok e
1;semua benar, login device tiba2 BCA ID terblokir lucu2
1;menyebalkan. auto uninstall bye .
1;kenapa aplikasinya jadi lemoottt bngetttt.. sangat mengganggu ketika mau transaksi.. perbaiki secepatnya
1;aplikasi lambat, kegiatan terhambat.
1;Tolong dong ini system nya diperbaiki, setelah update kalo mau buka apps nya jadi lama banget setelah masuk langsung forced close
1;please semenjak update terbaru yg super lemot dan susah login,jadi males pake mybca.mau qris,transfer dll aja jadi makan waktu lebih dr 5menit.gak sat set seperti app awal sebelum di update
1;sudah di update aplikasi nya malah gak bisa di buka.... nge bug terus
1;lelet lemot
1;saya login ulang, disuruh masukin nomer Hp dan kode negara, tapi pas saya input kode negara +62 (INDONESIA), ga ada cuma ada Yordan +962, sama kalo input Indonesia juga cuma muncul india.. rusak ini aplikasi, masa ga ada kode negara indonesia
1;abis update ko kode negara Indonesia ny jadi ga ad ya tolong di perbaiki
1;aplikasi eror mulu
1;setelah diupdate makin lemot, mohon diperbarui.....setelah diupdate bukannya memperbaiki bug malah makin parah
1;aplikasinya sangat lambat versi baru malah makin lambat
1;makin lelet aplikasi tiba tiba tutup sendiri
1;makin tidak jelas
1;lemot setelah update
1;semenjak pembaruan jad malah GK bisa d.buka..mlah k.block sndri...
1;untuk saat ini bintang 1, mau login atau transaksi sering gagal, tolong lah di perbaiki
1;aplikasinya lemot sekali sering keluar sendiri, sangat menggangu untuk bertransaksi 😌
1;10 kali saya daftar buka rekeni g ditolak... parah
1;tidak bisa masuk, setiap mau buka tiba2 keluar sendiri
1;kok bisa gaada kode negara indonesia nya, ANEH !!!
1;aplikasi jelek update malah di pake keluar sendiri aneh sebelumnya aman aman aja
1;kode negara Indonesia malah gak ada makin kocak saja
1;Tolong dong mybca kembaliin ke versi sebelum nya , setelah update jadi lemot banget mau tf aja lama banget
1;gaje pas semalem dibuka masih bisa pas paginya udah ke blokir, udah yang ke 2 kali gini nih
1;lemot parah kecewa banget
1;seminggu ini kenapa setiap mau transaksi, aplikasi berasa berat syekali ya? hp saya sangat support kalau buat buka aplikasi mybca. jadi silakan diperbaiki develop kalian
1;PARAH SETELAH UPDATE MALAH GABISA DIBUKA , SEKALINYA BISA SELALU MUNCUL NOTIF BCA TIDAK MENANGGAPI
1;lemot nya maksimal
1;Kalau bisa ngasih bintang 0 udah ku kasih dari kemarin kemarin. Aplikasi Makin lemot padahal sudah di update
1;wooyyyy Lemot IT Lo ngapain Aja , memang sebelum di share update ke publik gak di coba dulu di sistem internal Lo
1;update malah crash terus ini
1;bca makin lama makin parah. jangan download aplikasi nggak guna banyak virus nya banyak survey nya pada hal sudah langsung lihat orang dan ktp asli pun pendaftaran buka rekening sengaja di persulit.jangan sampai uang kalian nabung di bca tiba tiba hilang seketika. kami masyarakat indonesia minta agar mybca .jangan kebanyakan update. itu namanya masturbasi. kalau bisa sistem nya di perbaiki 5 tahun sekali. jangan kebanyakan update melulu .
1;kenapa aplikasi mybca saya sangat lemot sekali 😤😤
1;sering muncul aplikasi tidak ada tanggapan suruh tutup aplikasi
1;update bukan makin baik malah makin lemot , kacauuuuu
1;lemot sekali
1;lama² jika aplikasinya digunakan jd lemot
1;parah nih bca skrang,,saldo abiss dipotongin buat admin mulu..ga jelas bngd,,admin hrs byar brp sih skrangg bru 2hr udh diptong 25rb dikalikan 10 udh 250rb,,paraaahhhhhhhh
1;baru 2 hari udah rugi banyak ibarat main judi
1;paling gak suka kalau id BCA ke blokir males banget kalau telpon CS BCAnya meskipun mereka fast respon tapi aku paling males kalau disuruh telpon buat buka blokiran!
1;lemot banget parahhh lama banget ngebuka doang juga
1;SUPER LEMOT....gw ada 4 mbanking ketika dibuka lancar jaya,hanya BCA yang lemot malah mental keluar....Evaluasi yang sangat serius
1;ini kok jadi ngelag, jaringan bagus, SIM card terdaftarnya juga aktif tapi kok ngelag terus, tolong dong secepatnya dibenerin, jangan iya iya aja.
1;setelah update aplikasi menjadi lemot parahh
1;min buka aplikasinya sekarang lemot babget min,malah sekarang jadi susah banget buat login
1;kenapa mau masuk terjadi kesalahan mulu my bca ini gangguan mulu diisi sandi salah terus jelek banget semenjak di update bukan nya tambah lancar malah lemot jadi seperti ganti sandi sendiri heran mending gak usah ada update tan bikin susah nasabah aja ,keblokir lagi aja akun saya udh 2x sama sekarang padahal kata sandi bener masa harus jaringan mulus terus padahal pakai kuota masa gak bisa masuk terus giliran 3x masukin sandi salah terus langsung ke blokir ganti bank kali ya klo gini
1;semenjak di update ke versi terbaru jadi lelet lemot pdhl lagi buru2 mau transaksi, tapi malah bermasalah. semoga setelah ini segera di perbaikin lagi yaa
1;aplikasi tidak bisa dibuka
1;bank tolol.. masa pilihan negara Indonesia tidak ada untuk kode no tlp.. sedangkan Singapura,, Australia ada... di ketik+62 malah diarahkan ke +962 Yaman.. ngga sesuai aja kredibilitas bank sama aplikasi ini..
1;ini kenapa setelah di update my bca kok lemotnya parah banget sih,padahal sinyal aman2 saja,pakek data pakek wifi sama saja lemot parah,setiap kali mau masuk selalu my bca tidak menanggapi,ngeganggu banget saat mau transaksi,lemotnya minta ampun,tolong min aplikasinya di perbaiki,kami sebagai nasabah bca merasa tak nyaman dengan my bca yg sekarang,koneksi jaringan 90% aman,penyimpanan hp masih terpakai 30% tapi tetap saja lemotnya minta ampun,mohon segera di perbaiki
1;force close
1;Dear My BCA Nasabah tuh udah percaya sama kalian dengan pake aplikasi My BCA tapi kenapa ya makin lelet aja? Saya baru pake ni app karena mobile BCA kalian itu lemot pas saya berusaha buka QRIS. Udah sya adukan ke akun official instagram kalian dan gak ada solusi sama sekali. Pas saya udah pindah ke My BCA sekarang giliran app ini yg lemot! Bisa diperbaikin gak sih? kita tuh butuh solusi cepat bukan permintaan maaf doang
1;lemmottt apk macett sering gk menanggapi
1;woiii IT ny kurang ngopi..aplikasi d update malah lemot..
1;mybca knp sih semenyebalkan itu 😩😩udh mah tiap selesai transaksi keluar otomatis,mau transaksi aja loginnya susah bgt,,.. di tambah lagi akhir akhir ini tiap login pasti keluar lagi ,mau login aja harus coba smpai 5 6 x... astaghfirullah 😩 seriusan pngen aku delete tapi GK ada lgi app BCA
1;Jujur, mau Login ulang malah kendala gabisa masuk Akun dan malah beralih ke tambahkan nomor Handphone. Akantetapi untuk menambahkannya tidak ada kode negara +62 harus nomor negara lain. Heloo Admin dichatpun tidak dibalas! masuk lewat Website bisa, diaplikasi busuk gabisa login.
1;apk jadi lemot parah coba ganti versi terbaru nya biar gak lemot mau transaksi jadi lama
1;Bagaimana ini setelah apdet pembaruan sangat sulit untuk d buka,,hanya aplikasi ini aja,lainya lancar.. mohon d perbaiki.. sangat2 terganggu
1;setelah di update tambah lemot saja dan tulisan selalu mu BCA tidak menanggapi terus kenapa ya
1;update terbaru kok malah sering keluar sendiri, mbok ya cepet dibenerin, kalo udah bener baru naikin ratting kalo belum cukup bintang satu ganggu semua transaksi
1;kirain apk bca saya aja yg eror gataunya emang semuanya eror yaaa semoga bisa di perbaiki karena ini menghambat waktu
1;aplikasi jdi lemot setelah update versi. jadi males banget menggunakan apliksi ini. tapi tetep saya paksain menggunakannya karena ini suatu kebutuhan saya sehari2
1;sejak update jadi sering tidak respon dan lemot
1;Makin lemot trus ganguan terus mohon segera di perbaiki trimakash
1;aku kira cmn aku aja yg ngalamin nya setelah di update malah JD GK bisa buka apk nya ...tulisannya tu apk tidak merespon padahal udah ku STEL ulang ..jaringan jg stabil ..buat buka apk lain JD aman aman aja ..ini malah makin lemot dan GK bisa buka apk sama sekali ...mohon di perbaiki ya...udah banyak yg komplain Maslaah ini
1;masa ngak bisa login id benar masa keblokir Mulu padahal udah benar id password nya tapi blasan id di blokiran aneh
1;Setelah uodate jadi ga bisa login, tolong diperbaiki....
1;makin ksini BCA aplikasi perbankannya makin ada aja masalahnya!!ada trouble tlp cs narik pulsa mahal pulsa 30 rbu ga smpe 15 mnit udah keputus, udah bgitu laporan sudah masuk saat terputus panggilan kirain bakal di tindak lanjutin oleh pihak bank nya ternyata ga sama sekali tetep harus tlp lg dan menunggu sampe proses panggilan selesai!! woooi klo perpanggilannya murah sich ga masalah tp klo harus nhabisin pulsa 50 rbu buat tlp cs hingga d proses sampe selesai ya bukan membantu customer namanya!
1;kenapa kode negara Indonesia 63 itu engga ada pas menambahkan no kontak.
1;lemottt parahhhhh saya mau bayar QR , sampe lamaaaaaaaaaa malu di liat orang di kira hp saya yg jelek nanti. betulkan dong gimna sih
1;aplikasi mobile banking paling nyusahin tiap pindah device harus kebank!!!!! buang² waktu!!!! bank lainya kedip vermuk /reset.ini selalu aja ada kendala. vermuk gagal,data salah ,mau reset passwd id keblokir!!! harus ke bank lagi capekkkkkk!!!! tolong dong BLUE BCA aja ga seburuk ini appsnya. hp gue bagus seri S terbaru terus tiap ganti dev.emang busuk aja aplikasinya,tolong lah ,bank lain gak pernah seribet ini
1;udah konfim 100% verifikasi, tpi ttep aja gagal login 😑😑 aplikasi pindah HP mau login aja harus konfirm ke cabang BCA terdekat, ribet amat... orang tinggal masukin ID & PW aj, kenapa harus ke kantor cabang nya lah.? klo pas urgent di jalan kek mana itu mau pake MyBCA App ribet login nya harus ke kantor cabang terdekat buat verifikasi wajah 👎👎 trus buat apa ada verifikasi wajah di App nya klo harus ke kantor cabang nya dulu, ribet....
1;aneh anjir gak ada pilihan kode nomor telpon negara Indonesia, aplikasi kocak
1;LEMOT BANGETT
1;aplikasinya makin kesini makin buruk banyak yang komplen tapi tidak ada perbaikan kecewa banget. abis di perbaharui bukan makin baik malah muruk🤦🤦🤦
1;tiba tiba banget ke log out..begitu mau log in suruh isi id bca dan password,setelah itu suruh tambahkan no.telpon tapi kode negara yg dicari tidak ada.. telfo ke halo bca sampai 4kali hanya dibantu pengecekan dan tetap sama tidak bs log in
1;kode OTP tidak pernah terkirim, padahal provider aman, pulsa penuh. Tolong beri push autofill seperti di aplikasi BCA Mobile yg bisa otomatis terisi tanpa harus menunggu pesan masuk di PESAN
1;sumpah lemot banget ini aplikasi. keluar sendiri lagi mybca tidak menanggapi... udah hampir sebulan gini gimana ini ko jadi jelek gini si.!!! semua aplikasi berjalan normal cuman mybca yg gini aneh kan
1;apk myBCA parah. mau bangkrut kah ?
1;kok jadi lemot parah ya setelah update terbaru ini... dan saya gak sendirian 🙏
1;terlalu lelet waktu membuka aplikasi ini tolong dong di kasih kemudahan jangan mempersulit urusan orang aduuh BCA ini😥
1;kenapa sekarang lemot banget deh,, mau bayar pakai Qris aja ,keluar2 Mulu....tolong di tingkatkan lah
1;tolong lah ini apk sering kehapus sendiri dari HP. mana ngembaliin akun ribet, input password udah betul id nya juga udah betul bahkan no kartu juga sudah tetap dibilang ny harap cek kembali. harus download mobile bca baru bisa masuk ke sana. kan double jadinya
1;kenapa makin parah aja ya, semnjak update jadi lelet . terus sekrang mau TF ada jangka waktunya, kenapa mau pakai M bangking iya biar BISA TF kapan pun aja . ni malah dsri jam8 pagi sampai jam 3 sore aja bisa TF. ya benar aja lah .udah kek warunh biasa aja .
1;lemot banged...sampai tidak bisa dioperasikan aplikaainya.mohon diperbaiki
1;setelah update,Lelet
1;Segera perbaiki !!!! sekarang ga asik lagi lemot parah
1;susah d buka.dan lemot.saya jdi susah mau transaksi.
1;udah d install g BS d buka d uninstall d download lagi ga bisa d buka
1;gak bisa masuk, tiap kali masuk selalu disuruh tulis nomor telepon tapi gak ada kode untuk nomor telepon indonesia di opsi nya. lah jadi gimana saya bisa masuk dong?ini tolong lah gimana developer aplikasinya. masa kode untuk nomor telepon indonesia tidak tersedia
1;aplikasinya gabisa pake fitur pemindai wajah/lgsg qris dll.. musti selalu masuk dan masukkan password, ribet
1;ganti HP vermuk malah gagal trus vidcall cs ga bisa aneh
1;lemot banget qris nya semenjak di-update mau bayar apa apa jadi lama nunggu nya malu pas ngantri bayar pake qris sering dikira gaada paketan sama penjual
1;semenjak update pembaruan jadi lemot lambat banget buka my bca, mau masuk ke menu aja lemot banget apalagi mau transaksi beralih aja lah ke BCA mobile lagi
1;Susah banget verifikasi muka. Kesel jadinya kan. Setiap ganti hp, pasti dibuat ribet. Tlp layanan juga malah ga ada solusi.
1;lemot bgt keluar sendiri
1;"semenjak update malah lemot banget buka apk selalu ada tulisan mybca tidak menanggapi. udah ga kek dulu aman"" aja"
1;LEMOOOTT PARAH. . KAYAK KEMABALI KE ZAMAN DULU.. Sudah di restart malah saya udah ganti hp baru, tetap aja lemot, udah coba pake jaringan apapun masih saja lemot
1;"lemot banget setelah di update, buat byar"" jd susah 👎"
1;aplikasinya ko sekaramg lemot banget. Untuk buka app aja lamaa. pas udah masuk, mau pilih menu pun lama
1;4 hari berturut turut verifikasi wajah masih belum selesai, apk crash terus dan keluar sendiri saat verifikasi, padahal penyimpanan longgar dan copot pasang apk jg udh dicoba. ga sekali dua kali sampai muak rasanya. dimana kenyamanannya?
1;makin parah aplikasi nya??? bukannya di perbarui lebih cepat,,, malah lebih lemoot
1;susah masuk my BCA di instal ulang jg masih tidak bisa. aplikasi tidak menanggapi mau transaksi JD susah
1;sulit bgt mau login, yang butuh pulsa lah, yang butuh vermuk lah, yang gk bisa mode developer lah, yang ganti settingan HP lah. lah lah lah payah
1;kok sekarang jadi lemot banget ya..
1;bisa ga bca itu ngambil admin top up e wallet di luar saja,,, kalo top up 100 ya masuk 100,,
1;"setelah update terbaru aplikasi justru semakin lemot, padahal sinyal lancar, untuk buka mbanking lain atau aplikasi lain juga lancar"" aja, cuma mybca ini rewel"
1;Hallo , Sebagai Pengguna My BCA , baru kali ini Buka Aplikasi Lama, dan Sering Bug Sistem Tidak menanggapi. mohon segera diperbaiki demi kelancaran dan kenyamanan transaksi
1;lemot, sering gak menanggapi terus tiba2 keluar sendiri. jadi semua uang saya pindahin aja.
1;mybca BNR bnr loading banget..tiap masuk lama..kadang udah masuk keluar lagi dgn sndri nya..pdhl sblm d updte bagus jrg ada kendala..ini gni Mulu..Mlah bkin menghambat buat transaksi
1;qrisnya lelet bnget bda sama livin ga hruslogin dulu hrus bbrapa kli klo yg dri gleri tlong di tingktkan. mkin lma mkin lemot bukn mkin bagus.
1;habis update malah lemot, dan muncul aplikasi tidak menanggapi, mohon diperbaiki lagi.
1;nyesel update jadi lemot,sudah jaringan bagus pakai wifi penyimpanan hp masih longgar tetep aja lemot
1;saya tidak dapat melanjutkan proses verifikasi wajahh
1;"Belum ada perubahan, masih saja "" LEMOT "" minta ampun, terpaksa masih bintang satu"
1;Aplikasi paling parah sih.. lemot banget
1;akunku di blokirrr
1;gajelas,stelah update malah lemot Ampe gabisa d buka
1;force close terus nyet!
1;lemot banget
1;setelah di update jadi susah di buka keluar terus sendiri
1;setiap mau masuk aplikasinya selalu mental keluar sendiri padahal yang lain ma ngga
